unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
349,Always Be My Maybe,2019,22nd Ave Home,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,39.0,35.0,7.0,,,,,,,22nd Ave Home,San Francisco,California
350,Chance- Season 1 ep104,2016,15th St. between Vermont and Kansas,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,54.0,26.0,9.0,,,,,,,15th St. and Vermont,San Francisco,California
351,Alcatraz,2012,Francisco St from Larkin to Polk,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Jorge Garcia,,106.0,23.0,3.0,,,,,,,Francisco St from Larkin to Polk,San Francisco,California
353,Looking Season 2 ep 203,2015,770 Haight Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,26.0,3.0,11.0,,,,,,,770 Haight Street,San Francisco,California
354,Time After Time,1979,Broadway at Osgood Street (North Beach),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,106.0,23.0,3.0,,,,,,,North Beach,San Francisco,California
355,Goliath- Season 4,2021,740 Jackson St,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,104.0,6.0,3.0,,,,,,,740 Jackson St,San Francisco,California
356,Bullitt,1968,Brocklebank Apartments (1000 Mason Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,16.0,21.0,3.0,,,,,,,1000 Mason Street,San Francisco,California
357,Etruscan Smile,2017,San Francisco Airport,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,,,,,,,,,,San Francisco Airport,San Francisco,California
358,Freebie and the Bean,1974,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,79.0,1.0,9.0,,,,,,,602 Jamestown Ave,San Francisco,California
359,Super Pumped: The Battle for Uber,2022,"181 3rd Street at Howard, W Hotel",,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,32.0,8.0,10.0,,,,,,,181 3rd Street,San Francisco,California
360,Ant-Man and the Wasp,2018,Java St,VFX Plate Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,112.0,3.0,5.0,,,,,,,Java St,San Francisco,California
361,Foul Play,1978,"Asian Art Museum (200 Larkin Street, Civic Center)",The Dalai Lama opened an exhibition on Wisdom and Compassion at the museum in 1991.,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,21.0,36.0,10.0,,,,,,,200 Larkin Street,San Francisco,California
362,The Last Black Man in San Francisco,2019,Innes and Arelious Walker,,"LBMISF, LLC",A33,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,76.0,1.0,9.0,,,,,,,Innes and Arelious Walker,San Francisco,California
363,The Presidio,1988,Washington Street & Waverly Place (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,104.0,6.0,3.0,,,,,,,Chinatown,San Francisco,California
364,The Phone/Jexi,2019,Vallejo at Montgomery St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,106.0,23.0,3.0,,,,,,,Vallejo & Montgomery St,San Francisco,California
365,Sense8 - Season 2,2016,Mission Creek Harbor along Channel St.,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,33.0,4.0,9.0,,,,,,,Mission Creek Harbor along Channel St.,San Francisco,California
366,Woman on the Run,1950,772 Commercial Street at Kearney,"Called ""Man Loh's Oriental Roof Garden"" in the film.",Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,104.0,6.0,3.0,,,,,,,772 Commercial Street,San Francisco,California
367,Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,9.0,12.0,4.0,,,,,,,Chinatown,San Francisco,California
368,Chance - Season 1 Pilot,2016,"Jonell's Bar, 401 Ellis",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,20.0,36.0,10.0,,,,,,,"Jonell's Bar, 401 Ellis",San Francisco,California
369,The Matrix Resurrections,2021,Montgomery between Washington and Bush,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108.0,8.0,3.0,,,,,,,Montgomery and Washington,San Francisco,California
370,The Lineup,1958,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,21.0,9.0,11.0,,,,,,,401 Van Ness Avenue,San Francisco,California
371,Women is Losers,2020,Pop's Bar - 2800 24th St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,53.0,20.0,2.0,,,,,,,2800 24th St,San Francisco,California
372,The Last Black Man in San Francisco,2019,3rd St btwn Evans and Oakdale,,"LBMISF, LLC",A38,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,87.0,1.0,9.0,,,,,,,3rd St and Evans,San Francisco,California
373,I Am Michael,2015,F Train,,That’s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,21.0,36.0,10.0,,,,,,,F Train,San Francisco,California
374,The Enforcer,1976,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,86.0,1.0,9.0,,,,,,,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",San Francisco,California
375,Sense8,2015,375 Castro St. and 17th between Castro and Diamond St.,Chase sequence on bicycles ends at gas station,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,38.0,5.0,5.0,,,,,,,375 Castro St,San Francisco,California
376,DEVS,2020,Bernal Heights Park,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,83.0,2.0,2.0,,,,,,,Bernal Heights Park,San Francisco,California
377,The Maltese Falcon,1941,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Gladys George,,,,,,,,,,Golden Gate Bridge,San Francisco,California
378,"Murder in the First, Season 1",2014,50 California Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,108.0,8.0,3.0,,,,,,,50 California Street,San Francisco,California
379,My Big Fat Chinese Christmas,2022,Grant Avenue between Sacramento and California,,Hongbao Productions,Hallmark Channel,Jennifer Liao,"Blaine Chiappetta ,Marguerite Henry, Justine Wentzell-Chang",Shannon Chan-Kent,Shannon Kook,Tia Carrere,104.0,6.0,3.0,,,,,,,Grant Avenue and Sacramento,San Francisco,California
381,Sense8 - Season 2,2016,"Grace Cathedral, 1100 California St.","Martin Luther King, Jr. gave a sermon at the cathedral to celebrate the completion and consecration of the church in 1964.","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,16.0,21.0,3.0,,,,,,,1100 California St,San Francisco,California
382,Chance- Season 1 ep108,2016,1000 Mason St.,,TVM Productions,HULU,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie,Gretchen Mol,Ethan Suplee,16.0,21.0,3.0,,,,,,,1000 Mason St,San Francisco,California
383,Class Action,1991,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,37.0,5.0,5.0,,,,,,,3321 16th Street,San Francisco,California
384,Red Widow,2013,Montgomery & Market Streets,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,108.0,8.0,10.0,,,,,,,Montgomery street & Market street,San Francisco,California
385,Shang-Chi and the Legend of the Ten Rings,2021,Larkin between Beach and Bay,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,98.0,32.0,6.0,,,,,,,Larkin and Beach,San Francisco,California
386,Basic Instinct,1992,2930 Vallejo Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,102.0,30.0,6.0,,,,,,,2930 Vallejo Street,San Francisco,California
388,Pushing Dead,2016,"Cordova Market, 301 Rolph Street, San Francisco",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,58.0,7.0,1.0,,,,,,,301 Rolph Street,San Francisco,California
389,Terminator - Genisys,2015,Pine and Leavenworth,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,16.0,21.0,3.0,,,,,,,Pine and Leavenworth,San Francisco,California
390,By Hook or By Crook,2001,"Royan Hotel (405 Valencia Street, Mission District)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,53.0,20.0,2.0,,,,,,,405 Valencia Street,San Francisco,California
391,Venom,2018,Grant Ave btwn California and Clay,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,104.0,6.0,3.0,,,,,,,Grant Ave and California,San Francisco,California
392,The OA Part II,2019,"Fairmont Hotel (950 Mason Street, Nob Hill)",,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,16.0,21.0,3.0,,,,,,,950 Mason Street,San Francisco,California
393,Surface,2022,Harrison Street at 1st Street,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,30.0,8.0,10.0,,,,,,,Harrison Street & 1st Street,San Francisco,California
394,The Wedding Planner,2001,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,,,,,,,,,,City Hall,San Francisco,California
395,The Phone/Jexi,2019,22nd St btwn Carolina and Kansas,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,54.0,26.0,9.0,,,,,,,22nd St and Carolina,San Francisco,California
396,Dirty Harry,1971,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,53.0,20.0,2.0,,,,,,,Mission District,San Francisco,California
397,"Murder in the First, Season 3",2016,Civic Center Plaza,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,21.0,36.0,10.0,,,,,,,Civic Center Plaza,San Francisco,California
398,When a Man Loves a Woman,1994,Grant Street at Pacific Avenue,,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,104.0,6.0,3.0,,,,,,,Grant Street & Pacific Avenue,San Francisco,California
399,Chance- Season 1 ep102,2016,"YWCA, 940 Powell",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,16.0,6.0,3.0,,,,,,,"YWCA, 940 Powell",San Francisco,California
400,The Dead Pool,1988,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,54.0,26.0,9.0,,,,,,,Potrero Hill,San Francisco,California
401,Venom: Let There Be Carnage,2021,O'Farrell between Leavenworth and Jones,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,13.0,18.0,6.0,,,,,,,O'Farrell and Leavenworth,San Francisco,California
402,Looking Season 2 ep 202,2015,651 Brannan Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,32.0,4.0,10.0,,,,,,,651 Brannan Street,San Francisco,California
403,Ant-Man and the Wasp,2018,Russian Hill,VFX and B-roll Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,107.0,32.0,6.0,,,,,,,Russian Hill,San Francisco,California
404,Time After Time,1979,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,,,,,,,,,,Golden Gate Bridge,San Francisco,California
405,A View to a Kill,1985,Port of San Francisco,,Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,,,,,,,,,,Port of San Francisco,San Francisco,California
406,Chance- Season 1 ep109,2016,2 Rowland,,TVM Productions,HULU,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,106.0,23.0,3.0,,,,,,,2 Rowland,San Francisco,California
407,Nine Months,1995,Alamo Square,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,22.0,9.0,11.0,,,,,,,Alamo Square,San Francisco,California
408,The Diary of a Teenage Girl,2015,Yerba Buena Island,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,35.0,37.0,10.0,,,,,,,Yerba Buena Island,San Francisco,California
409,Magnum Force,1973,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,,,,,,,,,,City Hall,San Francisco,California
410,The Rock,1996,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,,,,,,,,,,City Hall,San Francisco,California
411,Family Plot,1976,2230 Sacramento Street,"Called ""1001 Franklin"" in the film.",Universal Pictures,Universal Pictures,Alfred Hitchcock,Ernest Lehman,Karen Black,Bruce Dern,Barbara Harris,102.0,30.0,6.0,,,,,,,2230 Sacramento Street,San Francisco,California
412,Venom,2018,Edinburgh Castle (950 Geary Street),,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,50.0,36.0,10.0,,,,,,,950 Geary Street,San Francisco,California
413,Basic Instinct,1992,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,108.0,8.0,10.0,,,,,,,Transbay Terminal (Mission Street & 1st Street),San Francisco,California
414,Looking Season 2 ep 205,2015,160 Church Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,28.0,5.0,5.0,,,,,,,160 Church Street,San Francisco,California
415,Twisted,2004,The Saloon (1232 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,106.0,23.0,3.0,,,,,,,1232 Grant Avenue,San Francisco,California
416,DEVS,2020,25th btwn Pennsylvania and Indiana,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,,,,,,,,,,25th and Pennsylvania,San Francisco,California
417,Sonic the Hedgehog,2020,California btwn Powell and Front,,"Paramount Overseas Productions, Inc.",Paramount Pictures,Jeff Fowler,"Josh Miller, Patrick Casey, Oren Uziel",Jim Carrey,James Marsden,Ben Schwartz,108.0,8.0,3.0,,,,,,,California and Powell,San Francisco,California
418,Pleasure of His Company,1961,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Perlsea Company,Paramount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,16.0,21.0,3.0,,,,,,,1100 California Street,San Francisco,California
419,The Conversation,1974,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"".",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,19.0,8.0,3.0,,,,,,,Union Square,San Francisco,California
420,The Phone/Jexi,2019,Grant Ave at Green St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,106.0,23.0,3.0,,,,,,,Grant Ave & Green St,San Francisco,California
421,Nash Bridges,2021,California Street at Powell,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,16.0,6.0,3.0,,,,,,,California Street & Powell,San Francisco,California
