unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
222,San Francisco,1936,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,,,,City Hall,San Francisco,California,"37.772141, -122.41935",37.772141,-122.41935,tt0028216,"Drama,Music,Romance",115,7.1,6186.0,nm0886754,W.S. Van Dyke,,,nm0002616,Anita Loos,nm0394267,Robert E. Hopkins,nm0542534,Herman J. Mankiewicz
223,Looking,2014,222 Mason St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,19.0,36.0,10.0,222 Mason St,San Francisco,California,"37.785999, -122.409271",37.785999,-122.409271,tt2581458,"Comedy,Drama,Romance",30,8.2,21934.0,nm0354091,Andrew Haigh,nm0044803,Jamie Babbit,nm2328145,Michael Lannan,nm6152442,J.C. Lee,nm0354091,Andrew Haigh
224,On the Road,2012,Bay Bridge,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,,,,Bay Bridge,San Francisco,California,"37.822888, -122.313495",37.822888,-122.313495,tt0337692,"Adventure,Drama,Romance",124,6.0,43492.0,nm0758574,Walter Salles,,,nm0449616,Jack Kerouac,nm1433580,Jose Rivera,,
225,Need For Speed,2014,Powell St. from Geary to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,19.0,8.0,3.0,Powell St. from Geary to Sacramento,San Francisco,California,"37.79297001548231, -122.40934118791378",37.79297001548231,-122.4093412,tt2369135,,,,,nm0915304,Scott Waugh,,,nm1038345,George Gatins,nm0309691,John Gatins,,
226,Foul Play,1978,California & Larkin Streets (Nob Hill),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,105.0,21.0,3.0,Nob Hill,San Francisco,California,"37.7945, -122.416",37.7945,-122.416,tt0077578,"Comedy,Mystery,Thriller",116,6.8,17220.0,nm0383359,Colin Higgins,,,nm0383359,Colin Higgins,,,,
227,When We Rise,2017,"Women's Building, 3543 18th St.",Roma Guy was one of the founders of the Women's Building,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,37.0,20.0,5.0,3543 18th St,San Francisco,California,"37.761448, -122.422633",37.761448,-122.422633,tt5292622,,,,,nm0085257,Dustin Lance Black,nm2011696,Dee Rees,nm0085257,Dustin Lance Black,nm1197300,Cleve Jones,nm0800455,Derek Simonds
228,My Big Fat Chinese Christmas,2022,Montgomery Street between Clay and California,,Hongbao Productions,Hallmark Channel,Jennifer Liao,"Blaine Chiappetta ,Marguerite Henry, Justine Wentzell-Chang",Shannon Chan-Kent,Shannon Kook,Tia Carrere,108.0,8.0,3.0,Montgomery Street and Clay,San Francisco,California,"37.794676, -122.403158",37.794676,-122.403158,tt22262600,,,,,nm2448824,Jennifer Liao,,,nm5526583,Blaine Chiappetta,nm3010039,Marguerite Henry,nm7519079,Justine Wentzell-Chang
229,Goliath- Season 4,2021,"Caffe Trieste, 601 Vallejo st",,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,106.0,23.0,3.0,"Caffe Trieste, 601 Vallejo st",San Francisco,California,"37.798685, -122.407169",37.798685,-122.407169,tt4687880,,,,,nm0872823,Lawrence Trilling,nm0330140,Dennie Gordon,nm0005082,David E. Kelley,nm1236705,Jonathan Shapiro,nm4095443,Andrew Matisziw
230,Ant-Man and the Wasp,2018,Leavenworth St at Lombard St,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,107.0,32.0,6.0,Leavenworth St & Lombard St,San Francisco,California,"37.802219, -122.417987",37.802219,-122.417987,tt5095030,"Action,Adventure,Comedy",118,7.0,457782.0,nm0715636,Peyton Reed,,,nm0571344,Chris McKenna,nm1273099,Erik Sommers,nm0748620,Paul Rudd
231,Ant-Man and the Wasp,2018,Jefferson St at Taylor St,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,99.0,23.0,3.0,Jefferson St & Taylor St,San Francisco,California,"37.808230001089264, -122.41580771066666",37.808230001089264,-122.4158077,tt5095030,"Action,Adventure,Comedy",118,7.0,457782.0,nm0715636,Peyton Reed,,,nm0571344,Chris McKenna,nm1273099,Erik Sommers,nm0748620,Paul Rudd
232,Venom: Let There Be Carnage,2021,Montgomery and Green,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,18.0,23.0,3.0,Montgomery and Green,San Francisco,California,"37.80011327197906, -122.40433407627398",37.80011327197906,-122.4043341,tt7097896,"Action,Sci-Fi,Thriller",97,5.9,265307.0,nm0785227,Andy Serkis,,,nm0545150,Kelly Marcel,nm0362766,Tom Hardy,,
233,Chance - Season 1 Pilot,2016,940 Powell St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,16.0,6.0,3.0,940 Powell St,San Francisco,California,"37.793571, -122.409183",37.793571,-122.409183,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
234,GirlBoss,2017,"Underground SF, 424 Haight St.",,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,26.0,9.0,11.0,424 Haight St,San Francisco,California,"37.772508, -122.429355",37.772508,-122.429355,tt5706996,,,,,nm0228542,Christian Ditter,nm0044803,Jamie Babbit,nm4619459,Sophia Amoruso,nm3873358,Jen Braeden,nm0134224,Kay Cannon
236,Invasion of the Body Snatchers,1978,Hamlin Hotel (385 Eddy Street),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,20.0,36.0,10.0,385 Eddy Street,San Francisco,California,"37.783642, -122.413873",37.783642,-122.413873,tt0077745,"Horror,Sci-Fi",115,7.4,72248.0,nm0442241,Philip Kaufman,,,nm0725379,W.D. Richter,nm0278277,Jack Finney,,
237,The Last Thing He Told Me,2023,Chestnust Street at Steiner,,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,17.0,13.0,6.0,Chestnust Street & Steiner,San Francisco,California,"37.800611, -122.437908",37.800611,-122.437908,tt13745850,"Drama,Mystery,Thriller",\N,6.5,18664.0,nm3229507,Olivia Newman,nm2197025,Deniz Gamze Ergüven,nm2969055,Laura Dave,nm9466544,Isaac Gomez,nm1802857,Josh Singer
238,The OA Part II,2019,"Red's Java House (Pier 30-32, The Embarcadero)",,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,31.0,4.0,10.0,"Pier 30-32, The Embarcadero",San Francisco,California,"37.794191, -122.393852",37.794191,-122.393852,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
239,Pushing Dead,2016,2930 3rd Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,56.0,1.0,9.0,2930 3rd Street,San Francisco,California,"37.752, -122.38808",37.752,-122.38808,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
240,Time After Time,1979,Golden Gate Park,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,9.0,12.0,4.0,Golden Gate Park,San Francisco,California,"37.766058, -122.477414",37.766058,-122.477414,tt0080025,"Adventure,Drama,Sci-Fi",112,7.0,20923.0,nm0583292,Nicholas Meyer,,,nm7375907,Karl Alexander,nm0371051,Steve Hayes,nm0583292,Nicholas Meyer
241,Getting Even with Dad,1994,"Neiman Marcus (150 Stockton Street, Union Square)",The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,19.0,8.0,3.0,150 Stockton Street,San Francisco,California,"37.78734, -122.406179",37.78734,-122.406179,tt0109891,"Comedy,Crime,Family",109,4.9,8821.0,nm0222043,Howard Deutch,,,nm0662678,Tom S. Parker,nm0421084,Jim Jennewein,,
242,Chance - Season 1 Pilot,2016,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,32.0,34.0,10.0,375 9th St,San Francisco,California,"37.77293922628818, -122.41030327633402",37.77293922628818,-122.41030327633402,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
243,Ant-Man and the Wasp: Quantumania,2023,601 Buena Vista West,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,112.0,3.0,5.0,601 Buena Vista West,San Francisco,California,"37.766923, -122.443996",37.766923,-122.443996,tt10954600,"Action,Adventure,Comedy",124,6.0,236822.0,nm0715636,Peyton Reed,,,nm3278218,Jeff Loveness,nm0498278,Stan Lee,nm1293367,Larry Lieber
244,Chance Season 2,2017,Market St at Embarcadero,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,108.0,8.0,3.0,Market St & Embarcadero,San Francisco,California,"37.79473421291392, -122.39424473015488",37.79473421291392,-122.39424473015488,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
245,The Matrix Resurrections,2021,Harry Bridges Plaza and Embarcadero,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,99.0,23.0,3.0,Harry Bridges Plaza and Embarcadero,San Francisco,California,"37.795169, -122.394079",37.795169,-122.394079,tt10838180,"Action,Sci-Fi",148,5.7,284950.0,nm0905154,Lana Wachowski,,,nm0905154,Lana Wachowski,nm3290967,David Mitchell,nm3097752,Aleksandar Hemon
246,The Dead Pool,1988,Folsom & Essex Streets,,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,32.0,8.0,10.0,Folsom street & Essex street,San Francisco,California,"37.786297, -122.395779",37.786297,-122.395779,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
247,The Phone/Jexi,2019,Brannan btwn 2nd and 5th St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,,,,Brannan and 2nd,San Francisco,California,"37.781889890077295, -122.39221182045499",37.781889890077295,-122.3922118,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
248,Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,Bruce Bennett,50.0,21.0,3.0,795 Sutter Street,San Francisco,California,"37.788404, -122.41326",37.788404,-122.41326,tt0039666,"Drama,Film-Noir",111,7.1,2083.0,nm0792605,Vincent Sherman,,,nm0621783,N. Richard Nash,nm0916987,Paul Webster,nm0811770,Jack Sobell
249,Shit and Champagne,2020,Castro btwn Market and 18th St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,115.0,5.0,5.0,Castro and Market,San Francisco,California,"37.762648218191885, -122.43526091860343",37.762648218191885,-122.4352609,tt13023550,,,,,nm1834647,D'Arcy Drollinger,,,nm1834647,D'Arcy Drollinger,,,,
250,"Budding Prospects, Pilot",2017,Lucky Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,53.0,20.0,2.0,Lucky Street,San Francisco,California,"37.75131, -122.413414",37.75131,-122.413414,tt6101624,,,,,nm0959062,Terry Zwigoff,,,nm0043492,Melissa Axelrod,nm0102339,T. Coraghessan Boyle,,
251,"Smile Again, Jenny Lee",2015,City Hall,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,,,,City Hall,San Francisco,California,"37.772141, -122.41935",37.772141,-122.41935,tt4396558,"Drama,Mystery",110,,,nm0129410,Carlo Caldana,,,nm0129410,Carlo Caldana,,,,
252,A Taiwanese Tale of Two Cities,2018,San Francisco City Hall,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,21.0,36.0,10.0,San Francisco City Hall,San Francisco,California,"37.779241, -122.418967",37.779241,-122.418967,tt8893498,Drama,\N,6.4,181.0,nm4411141,Tien-Lun Yeh,,,nm7845930,Ling-Hui Chen,nm5489806,Nancy Chen,nm7214497,Chih-Chi Fan
253,Sense8,2015,22nd St.,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,53.0,20.0,2.0,22nd St.,San Francisco,California,"37.754382, -122.436144",37.754382,-122.436144,tt2431438,"Drama,Mystery,Sci-Fi",60,8.2,164682.0,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski,nm0833089,J. Michael Straczynski,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski
254,Beautiful Boy,2018,Tenderloin Neighborhood,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,20.0,36.0,10.0,Tenderloin Neighborhood,San Francisco,California,"37.783749, -122.411208",37.783749,-122.411208,tt1226837,"Biography,Drama",120,7.4,104040.0,nm0886976,Felix van Groeningen,,,nm1729294,Luke Davies,nm0886976,Felix van Groeningen,nm2997310,David Sheff
255,Alexander's Ragtime Band,1938,Cliff House (1090 Point Lobos Avenue),"In 1887, the Cliff House was severely damaged when the schooner Parallel, abandoned and loaded with dynamite, ran aground on the rocks below.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Henry King,Kathryn Scola,Tyrone Power,Alice Faye,Don Ameche,6.0,29.0,4.0,1090 Point Lobos Avenue,San Francisco,California,"37.778459, -122.513978",37.778459,-122.513978,tt0029852,"Drama,Music,Musical",106,6.8,2347.0,nm0454771,Henry King,,,nm0778636,Kathryn Scola,nm0873707,Lamar Trotti,nm0792553,Richard Sherman
256,"Smile Again, Jenny Lee",2015,1328 Portola,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,49.0,41.0,8.0,1328 Portola,San Francisco,California,"37.740178, -122.464446",37.740178,-122.464446,tt4396558,"Drama,Mystery",110,,,nm0129410,Carlo Caldana,,,nm0129410,Carlo Caldana,,,,
257,Shit and Champagne,2020,Burns Pl. Alley at 11th St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,32.0,34.0,10.0,Burns Pl. Alley & 11th St,San Francisco,California,"37.772090165578724, -122.41440934558682",37.77209016557872,-122.4144093,tt13023550,,,,,nm1834647,D'Arcy Drollinger,,,nm1834647,D'Arcy Drollinger,,,,
258,A Smile Like Yours,1997,Hills Brothers Plaza (Embarcadero at Harrison Street),,Paramount Pictures,Paramount Pictures,Keith Samples,Keith Samples & Kevin Meyer,Greg Kinnear,Lauren Holly,,30.0,8.0,10.0,Hills Brothers Plaza (Embarcadero & Harrison Street),San Francisco,California,"37.78945195737391, -122.38864176093016",37.78945195737391,-122.3886418,tt0120151,"Comedy,Romance",98,4.8,1548.0,nm0760131,Keith Samples,,,nm0583238,Kevin Meyer,nm0760131,Keith Samples,,
259,The Enforcer,1976,Balmy Street (Mission District),,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,53.0,20.0,2.0,Mission District,San Francisco,California,"37.758778, -122.41689",37.758778,-122.41689,tt0074483,"Action,Crime,Thriller",96,6.7,50039.0,nm0267309,James Fargo,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0798103,Stirling Silliphant
260,Jagged Edge,1985,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Glenn Close,Jeff Bridges,Peter Coyote,,,,Golden Gate Bridge,San Francisco,California,"37.818109, -122.480934",37.818109,-122.480934,tt0089360,"Drama,Mystery,Thriller",108,6.5,17305.0,nm0549658,Richard Marquand,,,nm0000390,Joe Eszterhas,,,,
261,Ant-Man and the Wasp,2018,544 Jones,VFX Plate Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,20.0,36.0,10.0,544 Jones,San Francisco,California,"37.786377, -122.412826",37.786377,-122.412826,tt5095030,"Action,Adventure,Comedy",118,7.0,457782.0,nm0715636,Peyton Reed,,,nm0571344,Chris McKenna,nm1273099,Erik Sommers,nm0748620,Paul Rudd
262,D.O.A,1950,Market & Steuart Streets (Financial District),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,108.0,8.0,3.0,Financial District,San Francisco,California,"37.793648, -122.39894",37.793648,-122.39894,tt0094933,,,,,nm0417708,Annabel Jankel,nm0608084,Rocky Morton,nm0688279,Charles Edward Pogue,nm0745866,Russell Rouse,nm0338707,Clarence Greene
263,Age of Adaline,2015,Driving various SF Streets,,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,Harrison Ford,Ellen Burstyn,21.0,36.0,10.0,Driving various SF Streets,San Francisco,California,"37.77384622573861, -122.41849834973222",37.77384622573861,-122.4184983,tt1655441,,,,,nm1767218,Lee Toland Krieger,,,nm0328987,J. Mills Goodloe,nm3384330,Salvador Paskowitz,,
265,The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,,108.0,8.0,10.0,Transbay Terminal (Mission Street & 1st Street),San Francisco,California,"37.78973145750223, -122.39767563394652",37.78973145750223,-122.3976756,tt0123209,"Comedy,Drama,Romance",129,6.4,13161.0,nm0005190,Garry Marshall,,,nm0741228,Alexandra Rose,nm0725407,Blair Richwood,nm0005190,Garry Marshall
266,Summertime,2015,Alamo Square,,"Creative Monster Productions, Inc.",7 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,22.0,9.0,11.0,Alamo Square,San Francisco,California,"37.77687, -122.43815",37.77687,-122.43815,tt4080768,"Drama,Romance",105,6.7,5780.0,nm0181117,Catherine Corsini,,,nm0181117,Catherine Corsini,nm0689724,Laurette Polmanss,,
267,Greed,1924,Bush and Sutter Streets,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Eric von Stroheim,Eric von Stroheim,Zasu Pitts,Gibson Gowland,Jean Hersholt,103.0,30.0,6.0,Bush and Sutter Streets,San Francisco,California,"37.79036075464541, -122.40745592548416",37.79036075464541,-122.40745592548416,tt0015881,"Drama,Thriller,Western",140,8.0,10901.0,nm0002233,Erich von Stroheim,,,nm0558923,June Mathis,nm0002233,Erich von Stroheim,nm0635805,Frank Norris
268,The OA Part II,2019,Duncan St at Diamond Heights,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,57.0,22.0,5.0,Duncan St & Diamond Heights,San Francisco,California,"37.745311, -122.440168",37.745311,-122.440168,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
269,Golden Gate,1994,Ross Alley (Chinatown),Ross Alley is the oldest alley in San Francisco.,American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Hwang,Matt Dillon,Joan Chen,,104.0,6.0,3.0,Chinatown,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt0109917,,,,,nm0006960,John Madden,,,nm0404846,David Henry Hwang,,,,
